CRN,Subject,Number,Section,Quad,Title / Comment,Credits,Meeting Time,Days,Instructor(s),Room,Fees,Attributes
11004,CHEM,455,0,,Adv Analytcl Chem I,2,11:15 AM - 12:05 PM,R,"Burden, Daniel L.",MEY 302,95,
11005,CHEM,455L,0,,Adv Analytical Chem I,0,1:15 PM - 2:00 PM,R,"Burden, Daniel L.",MEY 304,,
11006,CHEM,461,0,,General Biochemistry,4,12:55 PM - 2:05 PM,M W F,"Eggimann, Becky L.",MEY 145,,
11007,CHEM,463,0,,Biochemistry Analysis,2,11:15 AM - 12:05 PM,T,"Eggimann, Becky L.",MEY 331,95,
11008,CHEM,463L,1,,Biochemistry Analysis Lab,0,1:15 PM - 4:05 PM,T,"Eggimann, Becky L.",MEY 331,,
11010,CHEM,475,0,,Meth Physical Chem,2,9:20 AM - 10:30 AM,M,"Walhout, Peter K.",MEY 304,95,
11011,CHEM,475L,0,,Meth Phys Chem Lab,0,7:30 AM - 10:20 AM,T,"Walhout, Peter K.",MEY 304,,
11012,CHEM,485,0,,Synthesis And Analysis,2,2:15 PM - 5:05 PM,F,"Dick, Allison R.",MEY 304,95,
11012,CHEM,485,0,,Synthesis And Analysis,2,2:15 PM - 5:05 PM,M,"Dick, Allison R.",MEY 304,95,
11014,CHEM,495,0,,Independent Research,2 OR 4,TBA,,STAFF,,95,
11015,CHEM,496,0,,Internship,1 TO 4,TBA,,STAFF,,,
11016,SCI,321,0,,Sci-Middle/High School Teach,2,2:15 PM - 4:15 PM,W,"Leong, Elizabeth A.",MEY 205,20,
11024,PSCI,236,0,,Intercollegiate Trial Advocacy,1,6:30 PM - 10:00 PM,T,Locke & Michalak,MSC 103,,
11034,MAFT,697,4,,Clinical Pre-Practicum II,1,9:00 AM - 10:00 AM,F,"Yoo, Hana",BGC 254,,
11042,MUIP,210,0,,Private Lessons: French Horn,2 TO 4,TBA,,Cottle & Saylor,,770,
11043,MUTC,232,1,,Composition II,2,9:30 AM - 10:20 AM,T R,"Whitaker, Howard L.",ARM 266,96,
11044,GERM,102,0,,Elementary German II,4,8:00 AM - 9:10 AM,M W F,"Shaffer, Clinton S.",MSC 105,,COMP
11046,GERM,342,0,,Contemp Germ Pol Econ Events,4,8:00 AM - 9:10 AM,M W F,"Henley, Grant H.",WYN 302,,
11048,GERM,373,0,,German for Reading II,0,3:45 PM - 4:45 PM,F,"Shaffer, Clinton S.",MSC 105,,
11051,SPAN,352,1,,Camino de Santiago,2,6:30 PM - 8:20 PM,T,"Barlar, Sharenda H.",MSC 302,,
11052,SPAN,357,0,,Latino Cultures in the US,4,9:20 AM - 10:30 AM,M W F,"Quiroa, Nestor I.",JENKS 206,,DUS
11056,SPAN,493,0,,Mentor:Music & Protest,4,TBA,,"Klingler, Timothy M.",,,
11057,SPAN,494,0,,Senior Seminar,4,11:15 AM - 1:05 PM,T R,"Townsend, Tamara",MEY 355,,
11067,EDUC,348,0,,Special Education Assessment,4,12:55 PM - 2:05 PM,M W F,"Ruiz, Diane S.",MSC 103,,
11068,SCI,322,1,,Science For Elem Tch,2,8:20 AM - 10:20 AM,T,"Eckert, Jonathan M.",BLANCH 472,10,
11069,SCI,322,2,,Science For Elem Tch,2,11:05 AM - 1:05 PM,T,"Eckert, Jonathan M.",BLANCH 472,10,
11070,HIST,325,0,B,Mid School Hist/SSci Methods,2,6:30 PM - 10:00 PM,R,"Johnson, Eric L.",BLANCH 472,,
11071,HIST,349,0,,Origins of Contemporary Europe,4,6:30 PM - 10:00 PM,M,"Lundin, Matthew D.",BLANCH 223,,
11073,PSYC,317,2,,Developmental Psychology,4,11:35 AM - 12:45 PM,M W F,"Hall, Sarah E.",BGC 012,,SI
11079,INTR,616,OL1,,English Phonology,2,TBA,,STAFF,,,
11080,INTR,617,OL,B,"Principles ESL/EFL TestingMeets online.  Dept's approvalrequired.",2,TBA,,"Seaman, Alan A.",,,
11084,NEUR,241,0,,Foundations of Neuroscience,4,8:30 AM - 10:20 AM,T R,"Struthers, William M.",BGC 134,100,"SIP, SP"
11087,AHS,141,0,A,Skiing - Cross Country,1,TBA,,"Kiley, Ashley P.",,,
11088,CORE,306,0,,"AIS: Drugs, Society & Religion",4,6:30 PM - 10:00 PM,M,"Struthers, William M.",BGC 254,,SIP
11096,PHIL,312,0,,Hist Of Philosophy,4,11:35 AM - 12:45 PM,M W F,"Borden, Sarah R.",BLANCH 339,,
11098,SPAN,352,3,B,Spanish Film,2,11:15 AM - 1:05 PM,T R,"Kepner, Christine G.",WYN 307,,
11100,CFM,696,0,,Internship,2 TO 4,TBA,,STAFF,,,
11110,B EC,496,0,,Internship,1 TO 4,TBA,,"Bretsen, Stephen N.",,,
11111,PSYC,762,10,,RLII:  Dr. Liu Lab,1,3:15 PM - 5:05 PM,T,"Liu, Tao",BGC M231,,
11114,PSYC,762,4,,RLII: Neurocognitive Fcn Lab,1,3:15 PM - 4:45 PM,M,"Pyykkonen, Benjami",BAG. C M209,,
11116,PSYC,762,6,,RLII: Urban Cmmty Health Lab,1,3:15 PM - 4:45 PM,T,"Canning, Sally S.",BGC 252,,
11117,PSYC,762,7,,RLII: Yth Risk & Resiliance Lb,1,3:15 PM - 4:45 PM,T,"Rueger, Sandra Y.",BGC 254,,
11118,PSYC,762,8,,RLII: Multi PJC Lab,1,3:15 PM - 4:45 PM,T,"McConnell, John M.",BGC M228,,
11122,PHIL,243,0,A,Intro To Logic,2,9:20 AM - 10:30 AM,M W F,"O'Connor, Robert C.",BLANCH 222,,
11123,PHIL,244,0,B,Symbolic Logic,2,9:20 AM - 10:30 AM,M W F,"O'Connor, Robert C.",BLANCH 222,,
11133,PACS,496,0,,Internship,4,TBA,,"McGraw, Bryan T.",,,
11158,HIST,312,0,,History of Philosophy,4,11:35 AM - 12:45 PM,M W F,"Borden, Sarah R.",BLANCH 339,,
11217,MUEP,261,0,A,Opera Orchestra,0,TBA,,"Hopper, Mary",,,
11254,PHYS,499,0,,Honors Thesis,2 TO 4,TBA,,STAFF,,,
11301,SOC,482,0,,Social Research,4,8:30 AM - 10:20 AM,T R,"Miller, Brian J.",BLANCH 272,,
11305,ENG,324,0,B,High School Methods-English,2,1:15 PM - 3:05 PM,T R,"Colon, Christine A.",BLANCH 472,,
11306,ENG,325,0,A,Middle School Methods-English,2,1:15 PM - 3:05 PM,T R,"Colon, Christine A.",BLANCH 472,,
11307,ENGL,112,1,,SWL: Comedy & Tragedy,4,8:30 AM - 10:20 AM,T R,"Gibson, Alison R.",BLANCH 139,,"LE, VPAT"
11308,ENGL,112,2,,SWL: Comedy & Tragedy,4,11:15 AM - 1:05 PM,T R,"Gibson, Alison R.",BLANCH 139,,"LE, VPAT"
11309,ENGL,202,0,,Japanese Literature,4,8:30 AM - 10:20 AM,T R,"Nonaka, Miho",MEY 129,,"GP, LE"
11310,ENGL,328,0,,Young Adult Literature,4,6:30 PM - 10:00 PM,T,"Dunn-Hensley, Susa",B ML.ANCH 139,,
11311,ENGL,365,0,,British Literature After 1939,4,6:30 PM - 10:00 PM,M,"Sasser, Kimberly A.",BLANCH 322,,
11315,ENGL,385,0,A,Milton,2,12:55 PM - 2:05 PM,M W F,"Ryken, Leland",BLANCH 322,,
11318,COMM,224,0,,Diversity-Intercultural Comm,4,12:55 PM - 2:05 PM,M W F,"Liu, Esther H.",BGC 010,,DUS
11321,COMM,444,0,,Iconomy,2 TO 4,12:55 PM - 2:05 PM,M W F,"Schuchardt, Read M",BGC 263,,
11323,CORE,101,4,,FYS: Living with More Rhythm,4,9:20 AM - 10:30 AM,M W F,"Chase, Kenneth R.",BGC 253,,
11326,NEUR,241L,0,,Found of Neuroscience Lab,0,1:15 PM - 4:05 PM,T,Struthers & Thom,,,
11327,NEUR,494,0,,Neuroscience Capstone,2,11:15 AM - 1:05 PM,T,"Struthers, William M.",BGC 140,,
11328,PSYC,268,0,,Statistics,4,8:30 AM - 10:20 AM,T R,"Vessey, John T.",BGC 250,,AAQR
11330,PSYC,481,5,A,History of Psychology,2,8:30 AM - 10:20 AM,T R,"Callender, Aimee A.",BGC 255,,
11333,IR,175,2,,International Politics,4,11:15 AM - 1:05 PM,T R,"Taylor, Timothy W.",MSC 202,,SI
11344,BITH,349,2,A,OT Topics: Ecclesiastes,2,9:20 AM - 10:30 AM,M W F,"Schultz, Richard L.",BGC 255,,
11345,BITH,349,3,B,OT Topics: Judges,2,9:20 AM - 10:30 AM,M W F,"Schultz, Richard L.",BGC 255,,
11354,BITH,449,0,,New Voices in the OT,4,11:15 AM - 1:05 PM,T R,"Carroll, Mark D.",BGC 252,,
11357,BITH,506,0,,Language Study II,0,3:45 PM - 4:45 PM,F,"Shaffer, Clinton S.",MSC 105,,
11362,BITH,648,0,,NT Theology,4,6:30 PM - 10:00 PM,T,"Moo, Douglas J.",BGC 130,,
11363,BITH,332,0,,Ruth & Esther,4,6:30 PM - 10:00 PM,W,"Hill, Andrew E.",BGC 532,,LE
11366,CHIN,102,2,,Elementary Chinese II,4,12:55 PM - 2:05 PM,M W F,"Wang, Rose",ARM 266,,COMP
11367,CHIN,337,0,,Readings in Chinese Culture,4,12:55 PM - 2:05 PM,M W F,"Zhai, Wenyang",MSC 120,,GP
11368,CORE,319,0,,AIS:  Epic & Philosophy,4,1:15 PM - 3:05 PM,T R,"Kemp, Ryan S.",MSC 103,,"LE, PI"
11372,GREK,489,0,,Topics: Luke-Acts,4,8:00 AM - 9:10 AM,M W F,"Laansma, Jon C.",MSC 120,,
11373,SPAN,352,2,A,Latin American Film,2,11:15 AM - 1:05 PM,T R,"Kepner, Christine G.",WYN 307,,
11375,GEL,321,0,,Engaging Mexican Cultures,4,TBA,,"Wood, Adam N.",,,SI
11377,SPAN,337,1,,Spanish American Literature,4,2:15 PM - 3:25 PM,M W F,"Klingler, Timothy M.",,,"GP, LE"
11380,GEL,302,0,,Exploring Mexican History,4,TBA,,"Wood, Adam N.",,,HP
11381,GEL,301,0,,Survey of Mexican Art,2,TBA,,"Wood, Adam N.",,,VPAV
11385,PHYS,294,0,,Physics for the Future,2,8:30 AM - 10:20 AM,T,"Poelarends, Arend J",MEY 355,,
11386,PHYS,341,0,,Analytical Mechanics,4,12:55 PM - 2:05 PM,M W F,"Whitney, Joshua F.",MEY 371,,
11387,PHYS,353,0,A,Introductory Optics,2,11:35 AM - 12:45 PM,M W F,"Poelarends, Arend J",MEY 371,65,
11389,PHYS,353L,2,A,Introductory Optics Lab,0,1:15 PM - 4:05 PM,T,"Schroeder, James",MEY 369,,
11391,CORE,317,0,,AIS: Media Revolutions,4,11:15 AM - 1:05 PM,T R,"Lundin, Matthew D.",ARM 145,,"HP, SI"
11396,HIST,494,0,,Senior Capstone,4,8:30 AM - 10:20 AM,T R,"McKenzie, Robert T.",BLANCH 223,,
11397,HIST,391,6,,Majority World Indigenous Hist,4,2:15 PM - 3:25 PM,M W F,"Stringham, Noel C.",BLANCH 223,,
11398,SSCI,321,1,,Elem & Middle Sch Curr Themes,2,8:30 AM - 10:30 AM,F,"Egeland, Paul C.",BLANCH 455,,
11399,SSCI,321,2,,Elem & Middle Sch Curr Themes,2,11:35 AM - 1:35 PM,F,"Egeland, Paul C.",BLANCH 455,,
11401,PHIL,101,2,,Introduction to Philosophy,4,2:15 PM - 3:25 PM,M W F,"Gordon, James R.",BLANCH 125,,PI
11404,PHIL,341,0,,Nature Of Persons,4,11:15 AM - 1:05 PM,T R,"Talbot, Mark R.",BLANCH 125,,
11408,MAFT,637,0,,Families in Context,3,9:00 AM - 11:50 AM,R,"Yoo, Hana",BGC 254,,
11410,PSYC,762,9,,RL II:Religion/Health Lab,1,3:15 PM - 4:45 PM,T,"Voytenko, Vitaliy L.",BGC M229,,
11411,PSYC,764,1,,RL IV: Dr. Liu Lab,1,3:15 PM - 5:05 PM,T,"Liu, Tao",BGC M231,,
11413,PSYC,764,4,,RL IV: Neurocognitive Fcn Lab,1,3:15 PM - 4:45 PM,M,"Pyykkonen, Benjami",BAG. C M209,,
11414,PSYC,764,6,,RL IV: Urban Cmmty Health Lab,1,3:15 PM - 4:45 PM,T,"Canning, Sally S.",BGC 252,,
11415,PSYC,764,7,,RL IV: Yth Risk/Resiliance Lab,1,3:15 PM - 4:45 PM,T,"Rueger, Sandra Y.",BGC 254,,
11416,PSYC,764,8,,RL IV: Multi PJC Lab,1,3:15 PM - 4:45 PM,T,"McConnell, John M.",BGC M228,,
11417,PSYC,764,9,,RL IV: Religion/Health Lab,1,3:15 PM - 4:45 PM,T,"Voytenko, Vitaliy L.",BGC M229,,
11421,ECON,326,2,,Intermediate Microeconomics,4,1:15 PM - 3:05 PM,T R,"Jankowski, Donald J",MSC 302,,
11422,ECON,365,0,,Economic Growth & Development,4,11:35 AM - 12:45 PM,M W F,"Makaudze, Ephias",MSC 105,,
11429,ART,241,0,,Sophomore Cornerstone,2,6:00 PM - 9:00 PM,T,"Schreck, Gregory H.",ADAMS 207,,
11430,ART,351,0,,History-Art & Architecture II,4,9:20 AM - 10:30 AM,M W F,"Milliner, Matthew J.",ADAMS 301,,"DUS, VPAV"
11439,CHEM,212,0,,Everyday Chemistry,4,2:15 PM - 3:25 PM,M W F,"Umesiri, Francis E.",MEY 133,,SP
11441,CHEM,212L,2,,Everyday Chemistry Lab,0,6:45 PM - 9:35 PM,M,"Lovaasen, Benjamin",M.EY 311,,
11443,CHEM,336,0,,Inorganic Chemistry,4,11:35 AM - 12:45 PM,M W F,"Lovaasen, Benjamin",M.EY 302,95,
11444,CHEM,336L,0,,Inorganic Chem Lab,0,1:15 PM - 4:05 PM,R,"Lovaasen, Benjamin",M.EY 305,,
11445,URBN,114,0,,Social Life of Cities,4,1:15 PM - 3:05 PM,T R,"Tooley, Christa B.",BLANCH 339,,"GP, SI"
11447,C E,115,0,,Intro to Christian Formation,4,8:30 AM - 10:20 AM,T R,"McRay, Barrett W.",BGC 138,,
11448,C E,226,0,,Christian Spiritual Practices,4,11:15 AM - 1:05 PM,T R,"Wilhoit, James C.",BGC 134,,
11449,C E,251,0,,Ministry Practicum,0,TBA,,"Haase, Daniel T.",,,
11451,C E,346,0,,Discipleship,4,6:30 PM - 10:00 PM,T,"Schwanda, Tom",BGC 250,,
11452,C E,339,0,,Compassion & Crisis Ministry,4,11:15 AM - 1:05 PM,T R,"McRay, Barrett W.",BGC 012,,
11454,C E,461,1,B,Leadership-Christian Ministry,2,11:15 AM - 1:05 PM,T R,"Sveen, David E.",BGC 255,,
11455,C E,494,0,,Senior Capstone,4,1:15 PM - 3:05 PM,T R,Haase & Barwegen,BGC 253,,
11458,CORE,329,0,,AIS:Neurobiol & Spiritual Form,4,11:35 AM - 12:45 PM,M W F,Barwegen & Townse,BdGC 134,,SIP
11466,MATH,333,0,,Differential Equations,4,9:20 AM - 10:30 AM,M W F,"Diedrichs, Danilo R.",MEY 129,,
11468,MATH,463,0,,Probability & Statistics II,4,1:15 PM - 3:05 PM,T R,"Delzell, Darcie A.",MEY 184,,
11472,EDUC,507L,0,,Middle Grade Practicum,0,TBA,,"Morrison, Sally E.",,,
11479,MUTC,101,1,A,Intro to Music: Read/Analysis,2,9:20 AM - 10:30 AM,M W F,"Clark, Micah S.",ARM 145,,VPAM
11481,GEL,211,0,,Vocation Practicum,2 TO 4,7:00 PM - 9:00 PM,M,"Haase, Daniel T.",MSC 304,,
11483,SCI,290,0,A,Health Professions Colloquim,1,8:30 AM - 10:20 AM,T,"Eisenhauer, Candice",MEY 143,,
11490,ENVR,395,0,,Independent Study-Envr Science,2 TO 4,TBA,,STAFF,,25,
11492,C E,474,0,,Integrative Leadership Seminar,2,8:00 AM - 4:00 PM,TWRF,"Robinson, Gregory S.",,,
11493,CFM,512,0,B,Bible in Ministry,2,8:00 AM - 4:00 PM,MTWRF,"Polcaster, George",,,
11496,B EC,377,0,,Marketing & Supply Chain Strat,4,11:35 AM - 12:45 PM,M W F,"Stolze, Hannah J.",MSC 204,,
11498,ECON,492,0,,Senior Legacy Capstone,2,1:15 PM - 3:05 PM,T,"Forsstrom, Matthew",M. SC 304,,
11499,BITH,349,4,A,OT Topics: Psalms,2,6:30 PM - 10:00 PM,T,"Buster, Aubrey E.",BGC 134,,
11501,BITH,884,0,,Biblical/Theo Integration,2,2:00 PM - 4:00 PM,R,"Schultz, Richard L.",BGC 569,,
11502,AHS,134,0,,Equestrian Skills,1,TBA,MTWRFS,STAFF,,300,
11509,ASTR,305,1,,Astronomy,4,2:15 PM - 3:25 PM,M W F,"Poelarends, Arend J",MEY 302,,SIP
11512,EVAN,573,1,,Evangelism Research Methods,2,8:30 AM - 5:30 PM,RFS,"Scheuermann, Roch",BlleG LC. 534,,
11512,EVAN,573,1,,Evangelism Research Methods,2,TBA,,"Scheuermann, Roch",lle L.,,
11514,HIST,391,4,A,Race/Reconciliation in U.S.,2,11:15 AM - 1:05 PM,T R,"Johnson, Karen J.",BLANCH 223,,
11516,HIST,103,2,,EAP: Health & Medicine in US,4,6:30 PM - 10:00 PM,W,"Riddle, Jonathan D.",BLANCH 324,,"DUS, HP"
11517,HIST,391,8,,Religion & Health in the U.S.,4,8:30 AM - 10:20 AM,T R,"Riddle, Jonathan D.",BLANCH 324,,
11518,INTR,621,1HY,,Transformational Development,4,8:30 AM - 5:30 PM,MT,"Huff, James G.",BGC 255,,
11519,PSYC,898,2,,Clinical Dissertation,1 TO 4,TBA,,STAFF,,,
11520,SOC,115,2,,Intro to Sociology,4,11:35 AM - 12:45 PM,M W F,"Allen, Henry L.",BLANCH 222,,"DUS, SI"
11562,BITH,211,8,,OT Lit & Interpretation,4,2:15 PM - 3:25 PM,M W F,"Buster, Aubrey E.",BGC 136,,SHAR
11563,SCI,290,0,A,Health Professions Colloquim,1,11:15 AM - 1:05 PM,T,"Eisenhauer, Candice",MEY 184,,
11574,MUIP,160,0,,Early Keyboard Lessons,1,TBA,,"Zimmerman, Edward",,245,
11575,MUIP,260,0,,Early Keyboard Lessons,2,TBA,,"Zimmerman, Edward",,245,
11617,CSCI,394,0,,Seminar: Machine Learning,4,12:55 PM - 2:05 PM,M W F,"VanDrunen, Thomas",M. EY 131,,
11618,CSCI,455,0,,Operating Systems,4,9:20 AM - 10:30 AM,M W F,"Pohly, Devin J.",MEY 131,,
11619,CSCI,493,0,,Mentoring: Adv CSCI Topics,2,11:15 AM - 1:05 PM,T,"Pohly, Devin J.",MEY 154,,
11620,MATH,352,0,,Complex Analysis,4,2:15 PM - 3:25 PM,M W F,"Isihara, Paul",MEY 129,,
11621,MATH,362,0,,Geometry,4,8:30 AM - 10:20 AM,T R,"Lovett, Stephen T.",MEY 184,,
11622,MATH,494,1,,Senior Seminar,2,11:15 AM - 12:15 PM,T R,"Brabenec, Robert L.",MEY 129,,
11624,IR,301,1,A,Religion & Foreign Policy,2,8:30 AM - 10:20 AM,T R,"Alexander, Kathryn",MSC 103,,
11625,IR,302,1,,African Politics,4,1:15 PM - 3:05 PM,T R,"Alexander, Kathryn",MSC 202,,
11626,PACS,494,0,B,Senior Seminar,2,2:15 PM - 3:25 PM,M W F,"McKoy, Michael K.",MSC 204,,
11627,PSCI,494,0,A,Senior Seminar,2,9:20 AM - 10:30 AM,M W F,"Black, Amy E.",MSC 204,,
11628,PSCI,245,0,B,Politics & Pop Culture,2,9:20 AM - 10:30 AM,M W F,"Black, Amy E.",MSC 204,,
11629,PSCI,361,0,,Political Research,4,8:30 AM - 10:20 AM,T R,"Taylor, Timothy W.",MSC 204,,AAQR
11630,PSCI,386,0,,Congress & Policy Process,4,11:35 AM - 12:45 PM,M W F,"Black, Amy E.",MSC 304,,
11631,PSCI,271,0,A,Introduction to Law,2,12:55 PM - 2:05 PM,M W F,"Bretsen, Stephen N.",MSC 304,,
11632,PSCI,374,0,,Political Psychology,4,11:15 AM - 1:05 PM,T R,"Garrett, Kristin N.",MSC 204,,SIP
11633,PSCI,349,0,,Christian Political Thought,4,1:15 PM - 3:05 PM,T R,"McGraw, Bryan T.",MSC 120,,
11634,PSCI,311,0,,Constitutional Law,4,1:15 PM - 3:05 PM,T R,"Bretsen, Stephen N.",MSC 204,,
11635,PSCI,365,0,,Classical/Medieval Pol Thought,4,9:20 AM - 10:30 AM,M W F,"Cartagena, Nathan",BLANCH 125,,
11636,PSYC,101L,4,,Intro To Psych Lab,0,12:15 PM - 1:05 PM,T,STAFF,BGC M228,,
11637,PSYC,481,4,,Psychology of the Family,2,11:15 AM - 1:05 PM,T,"Van Dyke, David J.",MEY 143,,
11638,ENGR,394,0,,Engineering Ethics Capstone,2,8:30 AM - 10:20 AM,T,"Hsu, David D.",MEY 014B,,
11639,PHYS,331,0,,Spacetime & Quanta,4,2:15 PM - 3:25 PM,M W F,"Schroeder, James",MEY 371,,
11640,PHYS,362,0,B,Plasma Physics,2,11:35 AM - 12:45 PM,M W F,"Schroeder, James",MEY 371,,
11641,CORE,307,0,,AIS: Cosmology,4,1:15 PM - 3:05 PM,T R,O'Connor & Poelare,MsEY 143,,"PI, SIP"
11642,CORE,336,0,,AIS: Energy for the Future,4,2:15 PM - 3:25 PM,M W F,"Craig, Darren J.",MEY 335,,SIP
11643,SCI,302,0,,Origins of Scientific Thought,4,11:15 AM - 1:05 PM,T R,"Nelson, Gary B.",MEY 021,,"HP, SIP"
11644,PHIL,105,2,,Race & Justice,4,12:55 PM - 2:05 PM,M W F,"Cartagena, Nathan",BLANCH 125,,"DUS, PI"
11645,PHIL,205,1,,Ethics & Society,4,11:15 AM - 1:05 PM,T R,"Fletcher, David B.",MSC 103,,PI
11646,PHIL,205,2,,Ethics & Society,4,1:15 PM - 3:05 PM,T R,"Fletcher, David B.",BLANCH 125,,PI
11647,PHIL,206,0,,Philosophy & Spiritual Form,4,12:55 PM - 2:05 PM,M W F,"Gordon, James R.",BLANCH 222,,"PI, SI"
11648,PHIL,328,1,A,Business Ethics,2,11:35 AM - 12:45 PM,M W F,"Gordon, James R.",BLANCH 273,,
11649,PHIL,345,0,,Classical & Medieval Pol Thgt,4,9:20 AM - 10:30 AM,M W F,"Cartagena, Nathan",BLANCH 125,,
11650,PHIL,349,0,,Christian Political Thought,4,1:15 PM - 3:05 PM,T R,"McGraw, Bryan T.",MSC 120,,
11651,PHIL,448,3,,Ethical Theory,4,12:55 PM - 2:05 PM,M W F,"Fletcher, David B.",BLANCH 124,,
11653,COMM,301,0,,Communication Theory,4,2:15 PM - 3:25 PM,M W F,"Langan, Emily J.",BGC 134,,
11654,COMM,362,0,B,Group Dynamics,2,11:35 AM - 12:45 PM,M W F,"Langan, Emily J.",BGC 263,,
11655,COMM,376,0,,Church And Theater,4,1:15 PM - 3:05 PM,T R,"Stauffer, Michael E.",JENKS 103,,
11656,COMM,444,0,,"Media: Sex, Violence,Politics",2 TO 4,11:15 AM - 1:05 PM,T R,"Sietman, Rebecca B",BGC 010,,
11657,COMM,494,2,B,Senior Seminar,2,8:30 AM -10:20 AM,T R,"Chase, Kenneth R.",BGC 263,,
11658,GEOL,211L,6,,Dynamic Earth Lab,0,8:30 AM - 10:20 AM,R,"Heidlauf, Lisa E.",MEY 043,,
11660,GEOL,437L,0,,Hydrogeology Lab,0,8:00 AM - 10:20 AM,T,"Luhmann, Andrew J.",MEY 049,,
11662,CORE,101,5,,FYS:Where Do We Come From,4,2:15 PM - 3:25 PM,M W F,"Moshier, Stephen O.",MEY 045,,
11663,SCI,311,0,,Theories of Origins,4,11:15 AM - 1:05 PM,T R,Moshier & Walton,MEY 145,30,SIP
11664,HIST,201,0,,Why History?,4,6:30 PM - 10:00 PM,T,"Kim, Hanmee N.",BLANCH 223,,HP
11665,HIST,251,0,,American History to 1865,4,11:15 AM - 1:05 PM,T R,"Riddle, Jonathan D.",BLANCH 324,,
11666,HIST,334,0,,East Asian History,4,12:55 PM - 2:05 PM,M W F,"Kim, Hanmee N.",BLANCH 223,,
11667,HIST,356,0,,American Revolution,4,1:15 PM - 3:05 PM,T R,"McKenzie, Robert T.",BLANCH 223,,
11668,ARCH,365,0,,Statecraft & IR in the ANE,4,11:35 AM - 12:45 PM,M W F,"Miglio, Adam E.",BGC 534,,"HP, SI"
11670,ARCH,494,0,B,Senior Seminar,2,6:30 PM - 10:00 PM,W,"Miglio, Adam E.",BGC 534,,
11671,ARCH,554,0,A,Sem: Rise of Canaanites,2 OR 4,6:30 PM - 10:00 PM,W,"Master, Daniel M.",BGC 534,,
11672,ARCH,565,0,,Statecraft & IR in ANE,4,11:35 AM - 12:45 PM,M W F,"Miglio, Adam E.",BGC 534,,
11673,BITH,315,2,,Christian Thought,4,12:55 PM - 2:05 PM,M W F,"McGowin, Emily H.",BGC 140,,SHAR
11674,BITH,221,0,,OT Lit in Three Traditions,4,8:30 AM - 10:20 AM,T R,"Hill, Andrew E.",BGC 012,,SHAR
11675,BITH,443,1,,Hebrew Exegesis: Job,4,8:00 AM - 9:10 AM,M W F,"Walton, John H.",BGC 532,,
11676,BITH,443,2,B,Hebrew Exegesis:1 & 2 Samuel,2,8:30 AM - 10:20 AM,T R,"Carroll, Mark D.",BGC 534,,
11677,BITH,636,2,B,Hebrew Exegesis:1 & 2 Samuel,2,8:30 AM - 10:20 AM,T R,"Carroll, Mark D.",BGC 569,,
11678,BITH,451,1,,Greek Exegesis,4,12:55 PM - 2:05 PM,M W F,"Sosa Siliezar, Carlos",B.GC 532,,
11679,BITH,646,0,,Greek Exegesis,4,12:55 PM - 2:05 PM,M W F,"Sosa Siliezar, Carlos",B.GC 532,,
11680,BITH,359,1,,NT Topics: James,4,6:30 PM - 10:00 PM,T,"Vlachos, Chris A.",BGC 140,,
11681,BITH,359,2,A,NT Topics: 1 & 2 Thessalonians,2,9:20 AM - 10:30 AM,M W F,"Vlachos, Chris A.",BGC 130,,
11682,BITH,359,3,B,NT Topics: Acts/Journeys of Paul,2,9:20 AM - 10:30 AM,M W F,"Vlachos, Chris A.",BGC 130,,
11683,BITH,452,0,A,NT Criticism,2,12:55 PM - 2:05 PM,M W F,"Green, Gene L.",BGC 534,,
11684,BITH,543,0,A,New Testament Criticism,2,12:55 PM - 2:05 PM,M W F,"Green, Gene L.",BGC 534,,
11685,BITH,451,0,,Greek Exegesis:Hebrews,4,1:15 PM - 3:05 PM,T R,"Moo, Douglas J.",BGC 534,,
11686,BITH,646,0,,Greek Exegesis: Hebrews,4,1:15 PM - 3:05 PM,T R,"Moo, Douglas J.",BGC 534,,
11687,BITH,482,0,,Cappadocian Fathers,4,6:30 PM - 10:00 PM,M,"Bruce, Matthew J.",BGC 532,,
11688,BITH,677,0,,Cappadocian Fathers,4,6:30 PM - 10:00 PM,M,"Bruce, Matthew J.",BGC 532,,
11689,BITH,394,0,,Christian History:Calvin,4,1:15 PM - 3:05 PM,T R,"McNutt, Jennifer P.",BGC 524,,HP
11690,BITH,376,0,,Theologies of Transformation,4,6:30 PM - 10:00 PM,T,"Bacote, Vincent E.",,,SHAR
11691,BITH,566,0,,Foundations for Biblical Intrp,4,6:30 PM - 10:00 PM,T,"Ehorn, Seth M.",MSC 202,,
11692,BITH,542,0,A,Old Testament Hermeneutics,2,11:15 AM - 1:05 PM,T R,"Schultz, Richard L.",BGC 250,,
11693,BITH,377,2,A,God & Evil,2,8:30 AM - 10:20 AM,T R,"McGowin, Emily H.",BGC 534,,
11695,BITH,393,3,,Liturgy & Worship,4,12:55 PM - 2:05 PM,M W F,"Peeler, Lance J.",BGC 132,,
11696,RELI,362,0,B,Judaism,2,12:55 PM - 2:05 PM,M W F,"Graves, Michael W.",BGC 534,,
11697,CORE,328,0,,"AIS: Mary, Mother of God",4,12:55 PM - 2:05 PM,M W F,Peeler & Milliner,ADAMS 301,,"HP, VPAV"
11698,CORE,332,0,,AIS: Women Writing Theology,4,11:15 AM - 1:05 PM,T R,"Barbeau, Jeffrey W.",BGC 263,,LE
